text,label
death resulted from a sudden conflict with bystander,Non-Negligent Manslaughter
killed another person in a non-accidental situation,Non-Negligent Manslaughter
emotional outburst leading to the fatality of individual,Non-Negligent Manslaughter
unplanned but intentional act causing death,Non-Negligent Manslaughter
accused of manslaughter for a sudden deadly action,Non-Negligent Manslaughter
a violent confrontation leading to employee's death,Non-Negligent Manslaughter
accused of lethally harmed victim during a altercation,Non-Negligent Manslaughter
fatally injured a manager in a spontaneous altercation,Non-Negligent Manslaughter
emotional outburst leading to the fatality of victim,Non-Negligent Manslaughter
death resulted from a sudden conflict with employee,Non-Negligent Manslaughter
killed another person in a non-accidental situation,Non-Negligent Manslaughter
a fatal encounter with no prior intent but still purposeful,Non-Negligent Manslaughter
shot someone to death intentionally,Non-Negligent Manslaughter
death resulted from a sudden conflict with person,Non-Negligent Manslaughter
shot someone to death intentionally,Non-Negligent Manslaughter
manslaughter,Non-Negligent Manslaughter
intentional manslaughter,Non-Negligent Manslaughter
manslaughter,Non-Negligent Manslaughter
killed another person in a non-accidental situation,Non-Negligent Manslaughter
indicted for lethally harmed manager during a argument,Non-Negligent Manslaughter
fatally injured a employee in a spontaneous altercation,Non-Negligent Manslaughter
shot someone to death intentionally,Non-Negligent Manslaughter
non-accidental homicide classified under manslaughter,Non-Negligent Manslaughter
death resulted from a sudden conflict with person,Non-Negligent Manslaughter
under suspicion of intentionally caused someone’s death during a fight,Non-Negligent Manslaughter
shot someone to death intentionally,Non-Negligent Manslaughter
killed another person in a non-accidental situation,Non-Negligent Manslaughter
unplanned but intentional act causing death,Non-Negligent Manslaughter
manslaughter charges for an impulsive killing,Non-Negligent Manslaughter
killed a victim amid intense provocation,Non-Negligent Manslaughter
manslaughter,Non-Negligent Manslaughter
offense of killing someone in an emotional rage,Non-Negligent Manslaughter
offense of killing someone in an emotional rage,Non-Negligent Manslaughter
killed another person in a non-accidental situation,Non-Negligent Manslaughter
killed individual in the heat of the moment,Non-Negligent Manslaughter
ended the life of a manager in a volatile dispute,Non-Negligent Manslaughter
a violent confrontation leading to employee's death,Non-Negligent Manslaughter
admitted to causing fatal harm without preplanning,Non-Negligent Manslaughter
a violent confrontation leading to bystander's death,Non-Negligent Manslaughter
emotional outburst leading to the fatality of employee,Non-Negligent Manslaughter
indicted for intentionally caused someone’s death during a fight,Non-Negligent Manslaughter
non-accidental homicide classified under manslaughter,Non-Negligent Manslaughter
intentional manslaughter,Non-Negligent Manslaughter
indicted for intentionally caused someone’s death during a fight,Non-Negligent Manslaughter
a violent confrontation leading to person's death,Non-Negligent Manslaughter
emotional outburst leading to the fatality of employee,Non-Negligent Manslaughter
fatally injured a victim in a spontaneous altercation,Non-Negligent Manslaughter
ended the life of a victim in a volatile dispute,Non-Negligent Manslaughter
ended the life of a victim in a volatile dispute,Non-Negligent Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
killed employee in a drunk driving incident,Vehicular Manslaughter
accidentally ended individual's life with reckless operation,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
indicted for vehicular manslaughter in a downtown area,Vehicular Manslaughter
accidentally ended shopkeeper's life with reckless operation,Vehicular Manslaughter
"lost control of motorcycle, causing a fatality",Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
unintentional killing with a motor vehicle,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
accused of negligent operation of a truck leading to death,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
struck a employee in a crosswalk causing fatal injuries,Vehicular Manslaughter
accidentally ended manager's life with reckless operation,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
indicted for vehicular manslaughter in a town hall,Vehicular Manslaughter
"lost control of motor vehicle, causing a fatality",Vehicular Manslaughter
fatally struck a shopkeeper with a motorcycle,Vehicular Manslaughter
charged with negligent operation of a motorcycle leading to death,Vehicular Manslaughter
killed victim in a drunk driving incident,Vehicular Manslaughter
death occurred after colliding with a employee on the road,Vehicular Manslaughter
killed shopkeeper in a drunk driving incident,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
indicted for vehicular manslaughter in a library,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
indicted for vehicular manslaughter in a busy area,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
killed manager in a drunk driving incident,Vehicular Manslaughter
struck a bystander in a crosswalk causing fatal injuries,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
accidentally ended shopkeeper's life with reckless operation,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
struck a manager in a crosswalk causing fatal injuries,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
struck a employee in a crosswalk causing fatal injuries,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
charged with negligent operation of a motorcycle leading to death,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
death occurred after colliding with a bystander on the road,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
fatally struck a manager with a automobile,Vehicular Manslaughter
indicted for vehicular manslaughter in a courthouse,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
killed person in a drunk driving incident,Vehicular Manslaughter
struck a shopkeeper in a crosswalk causing fatal injuries,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
struck a individual in a crosswalk causing fatal injuries,Vehicular Manslaughter
ran over a individual due to irresponsible driving,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
indicted for vehicular manslaughter in a apartment,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
caused a deadly crash at a main street,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
accidentally ended individual's life with reckless operation,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
accused of negligent operation of a motorcycle leading to death,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
indicted for vehicular manslaughter in a downtown area,Vehicular Manslaughter
unintentional killing with a truck,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
unintentional killing with a car,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
"lost control of motor vehicle, causing a fatality",Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
accidentally ended manager's life with reckless operation,Vehicular Manslaughter
death occurred after colliding with a individual on the road,Vehicular Manslaughter
unintentional killing with a car,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
accidentally ended shopkeeper's life with reckless operation,Vehicular Manslaughter
death occurred after colliding with a bystander on the road,Vehicular Manslaughter
accidentally ended employee's life with reckless operation,Vehicular Manslaughter
"lost control of motorcycle, causing a fatality",Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
unintentional killing with a motorcycle,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
fatally struck a person with a automobile,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
struck a individual in a crosswalk causing fatal injuries,Vehicular Manslaughter
"lost control of truck, causing a fatality",Vehicular Manslaughter
struck a bystander in a crosswalk causing fatal injuries,Vehicular Manslaughter
caused a deadly crash at a shopping street,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
killed victim in a drunk driving incident,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
killed employee in a drunk driving incident,Vehicular Manslaughter
indicted for vehicular manslaughter in a intersection,Vehicular Manslaughter
unintentional killing with a car,Vehicular Manslaughter
ran over a person due to reckless driving,Vehicular Manslaughter
"lost control of truck, causing a fatality",Vehicular Manslaughter
ran over a manager due to irresponsible driving,Vehicular Manslaughter
indicted for vehicular manslaughter in a parking lot,Vehicular Manslaughter
accused of negligent operation of a motor vehicle leading to death,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
"lost control of motor vehicle, causing a fatality",Vehicular Manslaughter
fatally struck a person with a car,Vehicular Manslaughter
struck a manager in a crosswalk causing fatal injuries,Vehicular Manslaughter
caused a deadly crash at a apartment,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
struck a shopkeeper in a crosswalk causing fatal injuries,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
caused a deadly crash at a school zone,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
"lost control of car, causing a fatality",Vehicular Manslaughter
indicted for vehicular manslaughter in a library,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
under suspicion of negligent operation of a automobile leading to death,Vehicular Manslaughter
death occurred after colliding with a employee on the road,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
indicted for vehicular manslaughter in a intersection,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
unintentional killing with a car,Vehicular Manslaughter
ran over a shopkeeper due to careless driving,Vehicular Manslaughter
caused a deadly crash at a public park,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
indicted for vehicular manslaughter in a library,Vehicular Manslaughter
unintentional killing with a motorcycle,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
fatally struck a victim with a truck,Vehicular Manslaughter
indicted for negligent operation of a motor vehicle leading to death,Vehicular Manslaughter
indicted for vehicular manslaughter in a downtown area,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
death occurred after colliding with a individual on the road,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
indicted for negligent operation of a motor vehicle leading to death,Vehicular Manslaughter
caused a deadly crash at a public park,Vehicular Manslaughter
killed bystander in a drunk driving incident,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
caused a deadly crash at a courthouse,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
accidentally ended manager's life with reckless operation,Vehicular Manslaughter
caused a deadly crash at a busy area,Vehicular Manslaughter
accidentally ended manager's life with reckless operation,Vehicular Manslaughter
accidentally ended person's life with reckless operation,Vehicular Manslaughter
accidentally ended victim's life with reckless operation,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
indicted for vehicular manslaughter in a public park,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
fatally struck a bystander with a motorcycle,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
ran over a individual due to negligent driving,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
ran over a manager due to negligent driving,Vehicular Manslaughter
indicted for vehicular manslaughter in a library,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
death occurred after colliding with a individual on the road,Vehicular Manslaughter
caused a deadly crash at a intersection,Vehicular Manslaughter
unintentional killing with a motor vehicle,Vehicular Manslaughter
charged with negligent operation of a car leading to death,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
"lost control of motor vehicle, causing a fatality",Vehicular Manslaughter
killed shopkeeper in a drunk driving incident,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
killed shopkeeper in a drunk driving incident,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
struck a individual in a crosswalk causing fatal injuries,Vehicular Manslaughter
struck a person in a crosswalk causing fatal injuries,Vehicular Manslaughter
struck a victim in a crosswalk causing fatal injuries,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
indicted for negligent operation of a motor vehicle leading to death,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
caused a deadly crash at a shopping street,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
indicted for vehicular manslaughter in a parking lot,Vehicular Manslaughter
killed individual in a drunk driving incident,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
ran over a victim due to dangerous driving,Vehicular Manslaughter
killed manager in a drunk driving incident,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
indicted for vehicular manslaughter in a public park,Vehicular Manslaughter
fatally struck a person with a motorcycle,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
under suspicion of negligent operation of a truck leading to death,Vehicular Manslaughter
accidentally ended manager's life with reckless operation,Vehicular Manslaughter
indicted for vehicular manslaughter in a intersection,Vehicular Manslaughter
caused a deadly crash at a school zone,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
struck a manager in a crosswalk causing fatal injuries,Vehicular Manslaughter
"lost control of truck, causing a fatality",Vehicular Manslaughter
indicted for vehicular manslaughter in a school zone,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
killed manager in a drunk driving incident,Vehicular Manslaughter
struck a employee in a crosswalk causing fatal injuries,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
ran over a shopkeeper due to careless driving,Vehicular Manslaughter
ran over a bystander due to careless driving,Vehicular Manslaughter
struck a manager in a crosswalk causing fatal injuries,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
killed employee in a drunk driving incident,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
accidentally ended victim's life with reckless operation,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
indicted for negligent operation of a truck leading to death,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
fatally struck a shopkeeper with a motorcycle,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
ran over a person due to irresponsible driving,Vehicular Manslaughter
death occurred after colliding with a employee on the road,Vehicular Manslaughter
indicted for vehicular manslaughter in a school zone,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
death occurred after colliding with a bystander on the road,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
unintentional killing with a truck,Vehicular Manslaughter
caused a deadly crash at a school zone,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
struck a employee in a crosswalk causing fatal injuries,Vehicular Manslaughter
under suspicion of negligent operation of a truck leading to death,Vehicular Manslaughter
fatally struck a individual with a truck,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
ran over a employee due to careless driving,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
caused a deadly crash at a busy area,Vehicular Manslaughter
killed victim in a drunk driving incident,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
caused a deadly crash at a school zone,Vehicular Manslaughter
unintentional killing with a automobile,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
accidentally ended person's life with reckless operation,Vehicular Manslaughter
indicted for vehicular manslaughter in a main street,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
ran over a person due to irresponsible driving,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
caused a deadly crash at a public park,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
"lost control of motor vehicle, causing a fatality",Vehicular Manslaughter
killed manager in a drunk driving incident,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
death occurred after colliding with a victim on the road,Vehicular Manslaughter
"lost control of car, causing a fatality",Vehicular Manslaughter
unintentional killing with a car,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
"lost control of motorcycle, causing a fatality",Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
"lost control of motorcycle, causing a fatality",Vehicular Manslaughter
indicted for vehicular manslaughter in a library,Vehicular Manslaughter
indicted for vehicular manslaughter in a shopping street,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
unintentional killing with a motor vehicle,Vehicular Manslaughter
"lost control of car, causing a fatality",Vehicular Manslaughter
accidentally ended victim's life with reckless operation,Vehicular Manslaughter
fatally struck a shopkeeper with a motorcycle,Vehicular Manslaughter
fatally struck a shopkeeper with a automobile,Vehicular Manslaughter
arrested for negligent operation of a motor vehicle leading to death,Vehicular Manslaughter
indicted for vehicular manslaughter in a courthouse,Vehicular Manslaughter
fatally struck a person with a automobile,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
unintentional killing with a motorcycle,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
fatally struck a employee with a truck,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
charged with negligent operation of a motor vehicle leading to death,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
arrested for negligent operation of a truck leading to death,Vehicular Manslaughter
death occurred after colliding with a individual on the road,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
fatally struck a bystander with a motorcycle,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
death occurred after colliding with a victim on the road,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
struck a person in a crosswalk causing fatal injuries,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
death occurred after colliding with a victim on the road,Vehicular Manslaughter
unintentional killing with a automobile,Vehicular Manslaughter
struck a individual in a crosswalk causing fatal injuries,Vehicular Manslaughter
charged with vehicular homicide following an accident,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
death occurred after colliding with a victim on the road,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
"lost control of motorcycle, causing a fatality",Vehicular Manslaughter
ran over a shopkeeper due to irresponsible driving,Vehicular Manslaughter
death occurred after colliding with a shopkeeper on the road,Vehicular Manslaughter
caused a deadly crash at a town hall,Vehicular Manslaughter
ran over a victim due to reckless driving,Vehicular Manslaughter
struck a shopkeeper in a crosswalk causing fatal injuries,Vehicular Manslaughter
accidentally ended individual's life with reckless operation,Vehicular Manslaughter
fatally struck a person with a car,Vehicular Manslaughter
struck a manager in a crosswalk causing fatal injuries,Vehicular Manslaughter
killed person in a drunk driving incident,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
death occurred after colliding with a manager on the road,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
accidentally ended manager's life with reckless operation,Vehicular Manslaughter
killed manager in a drunk driving incident,Vehicular Manslaughter
unintentional killing with a motor vehicle,Vehicular Manslaughter
struck a employee in a crosswalk causing fatal injuries,Vehicular Manslaughter
struck a employee in a crosswalk causing fatal injuries,Vehicular Manslaughter
accidentally ended individual's life with reckless operation,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
accidentally ended person's life with reckless operation,Vehicular Manslaughter
"lost control of car, causing a fatality",Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
struck a victim in a crosswalk causing fatal injuries,Vehicular Manslaughter
fatally struck a manager with a car,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
death occurred after colliding with a employee on the road,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
"failed to stop, causing a fatal vehicle accident",Vehicular Manslaughter
struck a manager in a crosswalk causing fatal injuries,Vehicular Manslaughter
"lost control of motorcycle, causing a fatality",Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
"lost control of car, causing a fatality",Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
unintentional killing with a car,Vehicular Manslaughter
indicted for vehicular manslaughter in a downtown area,Vehicular Manslaughter
caused a deadly crash at a main street,Vehicular Manslaughter
death occurred after colliding with a manager on the road,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
killed someone through careless driving,Vehicular Manslaughter
killed person in a drunk driving incident,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
death occurred after colliding with a bystander on the road,Vehicular Manslaughter
fatally struck a shopkeeper with a truck,Vehicular Manslaughter
struck a victim in a crosswalk causing fatal injuries,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
killed shopkeeper in a drunk driving incident,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
"lost control of motor vehicle, causing a fatality",Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
struck a employee in a crosswalk causing fatal injuries,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
took someone's life in a high-speed collision,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
ran over a individual due to irresponsible driving,Vehicular Manslaughter
unintentional killing with a motor vehicle,Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
"lost control of motorcycle, causing a fatality",Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
fatally struck a individual with a motorcycle,Vehicular Manslaughter
accidentally ended employee's life with reckless operation,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
killed passerby whilst driving,Vehicular Manslaughter
fatally struck a person with a motorcycle,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
unintentional killing with a motorcycle,Vehicular Manslaughter
death occurred after colliding with a individual on the road,Vehicular Manslaughter
"lost control of automobile, causing a fatality",Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
charged with driving irresponsibly leading to a death,Vehicular Manslaughter
killed individual in a drunk driving incident,Vehicular Manslaughter
struck a shopkeeper in a crosswalk causing fatal injuries,Vehicular Manslaughter
indicted for negligent operation of a motorcycle leading to death,Vehicular Manslaughter
caused a fatal accident while driving recklessly,Vehicular Manslaughter
death occurred after colliding with a individual on the road,Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
"hit someone while driving, resulting in death",Vehicular Manslaughter
killed a pedestrian in a car accident,Vehicular Manslaughter
struck a employee in a crosswalk causing fatal injuries,Vehicular Manslaughter
